city,state_id,lookup,state_name
New York,NY,"New York,New York",New York
Los Angeles,CA,"Los Angeles,California",California
Chicago,IL,"Chicago,Illinois",Illinois
Miami,FL,"Miami,Florida",Florida
Dallas,TX,"Dallas,Texas",Texas
Philadelphia,PA,"Philadelphia,Pennsylvania",Pennsylvania
Houston,TX,"Houston,Texas",Texas
Atlanta,GA,"Atlanta,Georgia",Georgia
Washington,DC,"Washington,District of Columbia",District of Columbia
Boston,MA,"Boston,Massachusetts",Massachusetts
Phoenix,AZ,"Phoenix,Arizona",Arizona
Seattle,WA,"Seattle,Washington",Washington
San Francisco,CA,"San Francisco,California",California
Detroit,MI,"Detroit,Michigan",Michigan
San Diego,CA,"San Diego,California",California
Minneapolis,MN,"Minneapolis,Minnesota",Minnesota
Tampa,FL,"Tampa,Florida",Florida
Denver,CO,"Denver,Colorado",Colorado
Brooklyn,NY,"Brooklyn,New York",New York
Queens,NY,"Queens,New York",New York
Riverside,CA,"Riverside,California",California
Baltimore,MD,"Baltimore,Maryland",Maryland
Las Vegas,NV,"Las Vegas,Nevada",Nevada
Portland,OR,"Portland,Oregon",Oregon
San Antonio,TX,"San Antonio,Texas",Texas
St. Louis,MO,"St. Louis,Missouri",Missouri
Sacramento,CA,"Sacramento,California",California
Orlando,FL,"Orlando,Florida",Florida
San Jose,CA,"San Jose,California",California
Cleveland,OH,"Cleveland,Ohio",Ohio
Pittsburgh,PA,"Pittsburgh,Pennsylvania",Pennsylvania
Austin,TX,"Austin,Texas",Texas
Cincinnati,OH,"Cincinnati,Ohio",Ohio
Kansas City,MO,"Kansas City,Missouri",Missouri
Manhattan,NY,"Manhattan,New York",New York
Indianapolis,IN,"Indianapolis,Indiana",Indiana
Columbus,OH,"Columbus,Ohio",Ohio
Charlotte,NC,"Charlotte,North Carolina",North Carolina
Virginia Beach,VA,"Virginia Beach,Virginia",Virginia
Bronx,NY,"Bronx,New York",New York
Milwaukee,WI,"Milwaukee,Wisconsin",Wisconsin
Providence,RI,"Providence,Rhode Island",Rhode Island
Jacksonville,FL,"Jacksonville,Florida",Florida
Salt Lake City,UT,"Salt Lake City,Utah",Utah
Nashville,TN,"Nashville,Tennessee",Tennessee
Richmond,VA,"Richmond,Virginia",Virginia
Memphis,TN,"Memphis,Tennessee",Tennessee
Raleigh,NC,"Raleigh,North Carolina",North Carolina
New Orleans,LA,"New Orleans,Louisiana",Louisiana
Louisville,KY,"Louisville,Kentucky",Kentucky
Oklahoma City,OK,"Oklahoma City,Oklahoma",Oklahoma
Bridgeport,CT,"Bridgeport,Connecticut",Connecticut
Buffalo,NY,"Buffalo,New York",New York
Fort Worth,TX,"Fort Worth,Texas",Texas
Hartford,CT,"Hartford,Connecticut",Connecticut
Tucson,AZ,"Tucson,Arizona",Arizona
Omaha,NE,"Omaha,Nebraska",Nebraska
El Paso,TX,"El Paso,Texas",Texas
Honolulu,HI,"Honolulu,Hawaii",Hawaii
McAllen,TX,"McAllen,Texas",Texas
Albuquerque,NM,"Albuquerque,New Mexico",New Mexico
Birmingham,AL,"Birmingham,Alabama",Alabama
Sarasota,FL,"Sarasota,Florida",Florida
Dayton,OH,"Dayton,Ohio",Ohio
Rochester,NY,"Rochester,New York",New York
Fresno,CA,"Fresno,California",California
Allentown,PA,"Allentown,Pennsylvania",Pennsylvania
Tulsa,OK,"Tulsa,Oklahoma",Oklahoma
Cape Coral,FL,"Cape Coral,Florida",Florida
Concord,CA,"Concord,California",California
Colorado Springs,CO,"Colorado Springs,Colorado",Colorado
Charleston,SC,"Charleston,South Carolina",South Carolina
Springfield,MA,"Springfield,Massachusetts",Massachusetts
Grand Rapids,MI,"Grand Rapids,Michigan",Michigan
Mission Viejo,CA,"Mission Viejo,California",California
Albany,NY,"Albany,New York",New York
Knoxville,TN,"Knoxville,Tennessee",Tennessee
Bakersfield,CA,"Bakersfield,California",California
Ogden,UT,"Ogden,Utah",Utah
Baton Rouge,LA,"Baton Rouge,Louisiana",Louisiana
Akron,OH,"Akron,Ohio",Ohio
New Haven,CT,"New Haven,Connecticut",Connecticut
Columbia,SC,"Columbia,South Carolina",South Carolina
Mesa,AZ,"Mesa,Arizona",Arizona
Palm Bay,FL,"Palm Bay,Florida",Florida
Provo,UT,"Provo,Utah",Utah
Worcester,MA,"Worcester,Massachusetts",Massachusetts
Murrieta,CA,"Murrieta,California",California
Greenville,SC,"Greenville,South Carolina",South Carolina
Wichita,KS,"Wichita,Kansas",Kansas
Toledo,OH,"Toledo,Ohio",Ohio
Staten Island,NY,"Staten Island,New York",New York
Des Moines,IA,"Des Moines,Iowa",Iowa
Long Beach,CA,"Long Beach,California",California
Port St. Lucie,FL,"Port St. Lucie,Florida",Florida
Denton,TX,"Denton,Texas",Texas
Madison,WI,"Madison,Wisconsin",Wisconsin
Reno,NV,"Reno,Nevada",Nevada
Harrisburg,PA,"Harrisburg,Pennsylvania",Pennsylvania
Little Rock,AR,"Little Rock,Arkansas",Arkansas
Oakland,CA,"Oakland,California",California
Durham,NC,"Durham,North Carolina",North Carolina
Winston-Salem,NC,"Winston-Salem,North Carolina",North Carolina
Bonita Springs,FL,"Bonita Springs,Florida",Florida
Indio,CA,"Indio,California",California
Palm Coast,FL,"Palm Coast,Florida",Florida
Chattanooga,TN,"Chattanooga,Tennessee",Tennessee
Spokane,WA,"Spokane,Washington",Washington
Syracuse,NY,"Syracuse,New York",New York
Lancaster,PA,"Lancaster,Pennsylvania",Pennsylvania
Arlington,TX,"Arlington,Texas",Texas
Stockton,CA,"Stockton,California",California
Poughkeepsie,NY,"Poughkeepsie,New York",New York
Augusta,GA,"Augusta,Georgia",Georgia
Boise,ID,"Boise,Idaho",Idaho
Oxnard,CA,"Oxnard,California",California
Scranton,PA,"Scranton,Pennsylvania",Pennsylvania
Modesto,CA,"Modesto,California",California
Kissimmee,FL,"Kissimmee,Florida",Florida
Aurora,CO,"Aurora,Colorado",Colorado
Youngstown,OH,"Youngstown,Ohio",Ohio
Fayetteville,AR,"Fayetteville,Arkansas",Arkansas
Anaheim,CA,"Anaheim,California",California
Pensacola,FL,"Pensacola,Florida",Florida
Victorville,CA,"Victorville,California",California
Lancaster,CA,"Lancaster,California",California
Greensboro,NC,"Greensboro,North Carolina",North Carolina
Corpus Christi,TX,"Corpus Christi,Texas",Texas
Fort Wayne,IN,"Fort Wayne,Indiana",Indiana
Santa Ana,CA,"Santa Ana,California",California
Flint,MI,"Flint,Michigan",Michigan
San Juan,PR,"San Juan,Puerto Rico",Puerto Rico
Fayetteville,NC,"Fayetteville,North Carolina",North Carolina
Jackson,MS,"Jackson,Mississippi",Mississippi
Santa Rosa,CA,"Santa Rosa,California",California
Lansing,MI,"Lansing,Michigan",Michigan
Ann Arbor,MI,"Ann Arbor,Michigan",Michigan
Henderson,NV,"Henderson,Nevada",Nevada
Huntsville,AL,"Huntsville,Alabama",Alabama
Lexington,KY,"Lexington,Kentucky",Kentucky
Mobile,AL,"Mobile,Alabama",Alabama
Fort Collins,CO,"Fort Collins,Colorado",Colorado
Asheville,NC,"Asheville,North Carolina",North Carolina
Santa Clarita,CA,"Santa Clarita,California",California
St. Paul,MN,"St. Paul,Minnesota",Minnesota
Antioch,CA,"Antioch,California",California
Lakeland,FL,"Lakeland,Florida",Florida
Trenton,NJ,"Trenton,New Jersey",New Jersey
Lincoln,NE,"Lincoln,Nebraska",Nebraska
Springfield,MO,"Springfield,Missouri",Missouri
Plano,TX,"Plano,Texas",Texas
Irvine,CA,"Irvine,California",California
Davenport,IA,"Davenport,Iowa",Iowa
Rockford,IL,"Rockford,Illinois",Illinois
Newark,NJ,"Newark,New Jersey",New Jersey
South Bend,IN,"South Bend,Indiana",Indiana
Shreveport,LA,"Shreveport,Louisiana",Louisiana
Round Lake Beach,IL,"Round Lake Beach,Illinois",Illinois
Savannah,GA,"Savannah,Georgia",Georgia
Myrtle Beach,SC,"Myrtle Beach,South Carolina",South Carolina
Chula Vista,CA,"Chula Vista,California",California
Eugene,OR,"Eugene,Oregon",Oregon
Canton,OH,"Canton,Ohio",Ohio
Lubbock,TX,"Lubbock,Texas",Texas
Reading,PA,"Reading,Pennsylvania",Pennsylvania
Winter Haven,FL,"Winter Haven,Florida",Florida
Salem,OR,"Salem,Oregon",Oregon
St. Petersburg,FL,"St. Petersburg,Florida",Florida
Lafayette,LA,"Lafayette,Louisiana",Louisiana
Laredo,TX,"Laredo,Texas",Texas
Jersey City,NJ,"Jersey City,New Jersey",New Jersey
Concord,NC,"Concord,North Carolina",North Carolina
Columbus,GA,"Columbus,Georgia",Georgia
Chandler,AZ,"Chandler,Arizona",Arizona
McKinney,TX,"McKinney,Texas",Texas
Scottsdale,AZ,"Scottsdale,Arizona",Arizona
Killeen,TX,"Killeen,Texas",Texas
Tallahassee,FL,"Tallahassee,Florida",Florida
Peoria,IL,"Peoria,Illinois",Illinois
Wilmington,NC,"Wilmington,North Carolina",North Carolina
Montgomery,AL,"Montgomery,Alabama",Alabama
Gilbert,AZ,"Gilbert,Arizona",Arizona
Glendale,AZ,"Glendale,Arizona",Arizona
North Las Vegas,NV,"North Las Vegas,Nevada",Nevada
Anchorage,AK,"Anchorage,Alaska",Alaska
Chesapeake,VA,"Chesapeake,Virginia",Virginia
Barnstable Town,MA,"Barnstable Town,Massachusetts",Massachusetts
Norfolk,VA,"Norfolk,Virginia",Virginia
Fremont,CA,"Fremont,California",California
Kennewick,WA,"Kennewick,Washington",Washington
Garland,TX,"Garland,Texas",Texas
Irving,TX,"Irving,Texas",Texas
Visalia,CA,"Visalia,California",California
Atlantic City,NJ,"Atlantic City,New Jersey",New Jersey
Nashua,NH,"Nashua,New Hampshire",New Hampshire
Paradise,NV,"Paradise,Nevada",Nevada
Hialeah,FL,"Hialeah,Florida",Florida
York,PA,"York,Pennsylvania",Pennsylvania
Arlington,VA,"Arlington,Virginia",Virginia
Evansville,IN,"Evansville,Indiana",Indiana
Avondale,AZ,"Avondale,Arizona",Arizona
Brownsville,TX,"Brownsville,Texas",Texas
Gulfport,MS,"Gulfport,Mississippi",Mississippi
Appleton,WI,"Appleton,Wisconsin",Wisconsin
Bremerton,WA,"Bremerton,Washington",Washington
Hickory,NC,"Hickory,North Carolina",North Carolina
Tacoma,WA,"Tacoma,Washington",Washington
San Bernardino,CA,"San Bernardino,California",California
College Station,TX,"College Station,Texas",Texas
Kalamazoo,MI,"Kalamazoo,Michigan",Michigan
Thousand Oaks,CA,"Thousand Oaks,California",California
Roanoke,VA,"Roanoke,Virginia",Virginia
Fontana,CA,"Fontana,California",California
Moreno Valley,CA,"Moreno Valley,California",California
North Port,FL,"North Port,Florida",Florida
Fargo,ND,"Fargo,North Dakota",North Dakota
Green Bay,WI,"Green Bay,Wisconsin",Wisconsin
Amarillo,TX,"Amarillo,Texas",Texas
Portland,ME,"Portland,Maine",Maine
Santa Barbara,CA,"Santa Barbara,California",California
Gainesville,FL,"Gainesville,Florida",Florida
Olympia,WA,"Olympia,Washington",Washington
Frisco,TX,"Frisco,Texas",Texas
Yonkers,NY,"Yonkers,New York",New York
Norwich,CT,"Norwich,Connecticut",Connecticut
Spring Valley,NV,"Spring Valley,Nevada",Nevada
Glendale,CA,"Glendale,California",California
Huntington Beach,CA,"Huntington Beach,California",California
Deltona,FL,"Deltona,Florida",Florida
Aurora,IL,"Aurora,Illinois",Illinois
Tempe,AZ,"Tempe,Arizona",Arizona
Overland Park,KS,"Overland Park,Kansas",Kansas
Grand Prairie,TX,"Grand Prairie,Texas",Texas
Sunrise Manor,NV,"Sunrise Manor,Nevada",Nevada
Waco,TX,"Waco,Texas",Texas
Salinas,CA,"Salinas,California",California
Waterbury,CT,"Waterbury,Connecticut",Connecticut
Clarksville,TN,"Clarksville,Tennessee",Tennessee
Cedar Rapids,IA,"Cedar Rapids,Iowa",Iowa
Sioux Falls,SD,"Sioux Falls,South Dakota",South Dakota
Huntington,WV,"Huntington,West Virginia",West Virginia
Ontario,CA,"Ontario,California",California
Hagerstown,MD,"Hagerstown,Maryland",Maryland
Erie,PA,"Erie,Pennsylvania",Pennsylvania
Vancouver,WA,"Vancouver,Washington",Washington
Nampa,ID,"Nampa,Idaho",Idaho
Spartanburg,SC,"Spartanburg,South Carolina",South Carolina
Gastonia,NC,"Gastonia,North Carolina",North Carolina
Fort Lauderdale,FL,"Fort Lauderdale,Florida",Florida
Lorain,OH,"Lorain,Ohio",Ohio
Murfreesboro,TN,"Murfreesboro,Tennessee",Tennessee
High Point,NC,"High Point,North Carolina",North Carolina
Newport News,VA,"Newport News,Virginia",Virginia
Rancho Cucamonga,CA,"Rancho Cucamonga,California",California
Hemet,CA,"Hemet,California",California
Santa Cruz,CA,"Santa Cruz,California",California
Danbury,CT,"Danbury,Connecticut",Connecticut
Peoria,AZ,"Peoria,Arizona",Arizona
Oceanside,CA,"Oceanside,California",California
Elk Grove,CA,"Elk Grove,California",California
Pembroke Pines,FL,"Pembroke Pines,Florida",Florida
Vallejo,CA,"Vallejo,California",California
Garden Grove,CA,"Garden Grove,California",California
Medford,OR,"Medford,Oregon",Oregon
Cary,NC,"Cary,North Carolina",North Carolina
Marysville,WA,"Marysville,Washington",Washington
Corona,CA,"Corona,California",California
Ocala,FL,"Ocala,Florida",Florida
Fredericksburg,VA,"Fredericksburg,Virginia",Virginia
Gainesville,GA,"Gainesville,Georgia",Georgia
Bayamón,PR,"Bayamón,Puerto Rico",Puerto Rico
Enterprise,NV,"Enterprise,Nevada",Nevada
Manchester,NH,"Manchester,New Hampshire",New Hampshire
Champaign,IL,"Champaign,Illinois",Illinois
Alexandria,VA,"Alexandria,Virginia",Virginia
Hayward,CA,"Hayward,California",California
Springfield,IL,"Springfield,Illinois",Illinois
Lakewood,CO,"Lakewood,Colorado",Colorado
Lafayette,IN,"Lafayette,Indiana",Indiana
Frederick,MD,"Frederick,Maryland",Maryland
Lake Charles,LA,"Lake Charles,Louisiana",Louisiana
Odessa,TX,"Odessa,Texas",Texas
Tuscaloosa,AL,"Tuscaloosa,Alabama",Alabama
Warner Robins,GA,"Warner Robins,Georgia",Georgia
Palmdale,CA,"Palmdale,California",California
Hollywood,FL,"Hollywood,Florida",Florida
Midland,TX,"Midland,Texas",Texas
Leesburg,FL,"Leesburg,Florida",Florida
Port Arthur,TX,"Port Arthur,Texas",Texas
Muskegon,MI,"Muskegon,Michigan",Michigan
Macon,GA,"Macon,Georgia",Georgia
Kansas City,KS,"Kansas City,Kansas",Kansas
Sunnyvale,CA,"Sunnyvale,California",California
Pomona,CA,"Pomona,California",California
Escondido,CA,"Escondido,California",California
Pasadena,TX,"Pasadena,Texas",Texas
New Bedford,MA,"New Bedford,Massachusetts",Massachusetts
Fairfield,CA,"Fairfield,California",California
Naperville,IL,"Naperville,Illinois",Illinois
Bellevue,WA,"Bellevue,Washington",Washington
Binghamton,NY,"Binghamton,New York",New York
Elkhart,IN,"Elkhart,Indiana",Indiana
Topeka,KS,"Topeka,Kansas",Kansas
Joliet,IL,"Joliet,Illinois",Illinois
Beaumont,TX,"Beaumont,Texas",Texas
Paterson,NJ,"Paterson,New Jersey",New Jersey
Merced,CA,"Merced,California",California
Pueblo,CO,"Pueblo,Colorado",Colorado
Tyler,TX,"Tyler,Texas",Texas
Torrance,CA,"Torrance,California",California
Metairie,LA,"Metairie,Louisiana",Louisiana
Yuma,AZ,"Yuma,Arizona",Arizona
Surprise,AZ,"Surprise,Arizona",Arizona
Columbia,MO,"Columbia,Missouri",Missouri
Athens,GA,"Athens,Georgia",Georgia
Roseville,CA,"Roseville,California",California
Thornton,CO,"Thornton,Colorado",Colorado
Miramar,FL,"Miramar,Florida",Florida
Pasadena,CA,"Pasadena,California",California
Mesquite,TX,"Mesquite,Texas",Texas
Santa Maria,CA,"Santa Maria,California",California
Olathe,KS,"Olathe,Kansas",Kansas
Houma,LA,"Houma,Louisiana",Louisiana
Carolina,PR,"Carolina,Puerto Rico",Puerto Rico
Carrollton,TX,"Carrollton,Texas",Texas
Grand Junction,CO,"Grand Junction,Colorado",Colorado
Charleston,WV,"Charleston,West Virginia",West Virginia
Orange,CA,"Orange,California",California
Fullerton,CA,"Fullerton,California",California
Greeley,CO,"Greeley,Colorado",Colorado
Las Cruces,NM,"Las Cruces,New Mexico",New Mexico
Panama City,FL,"Panama City,Florida",Florida
Harlingen,TX,"Harlingen,Texas",Texas
West Valley City,UT,"West Valley City,Utah",Utah
Hampton,VA,"Hampton,Virginia",Virginia
Warren,MI,"Warren,Michigan",Michigan
Mauldin,SC,"Mauldin,South Carolina",South Carolina
Bloomington,IL,"Bloomington,Illinois",Illinois
Coral Springs,FL,"Coral Springs,Florida",Florida
Round Rock,TX,"Round Rock,Texas",Texas
Yakima,WA,"Yakima,Washington",Washington
Sterling Heights,MI,"Sterling Heights,Michigan",Michigan
Kent,WA,"Kent,Washington",Washington
Burlington,NC,"Burlington,North Carolina",North Carolina
Bellingham,WA,"Bellingham,Washington",Washington
Santa Clara,CA,"Santa Clara,California",California
Racine,WI,"Racine,Wisconsin",Wisconsin
Greenville,NC,"Greenville,North Carolina",North Carolina
Stamford,CT,"Stamford,Connecticut",Connecticut
Elizabeth,NJ,"Elizabeth,New Jersey",New Jersey
Johnson City,TN,"Johnson City,Tennessee",Tennessee
Lynchburg,VA,"Lynchburg,Virginia",Virginia
Simi Valley,CA,"Simi Valley,California",California
Fort Smith,AR,"Fort Smith,Arkansas",Arkansas
Kenosha,WI,"Kenosha,Wisconsin",Wisconsin
South Lyon,MI,"South Lyon,Michigan",Michigan
Boulder,CO,"Boulder,Colorado",Colorado
Pearland,TX,"Pearland,Texas",Texas
Berkeley,CA,"Berkeley,California",California
Richardson,TX,"Richardson,Texas",Texas
Redding,CA,"Redding,California",California
Arvada,CO,"Arvada,Colorado",Colorado
St. George,UT,"St. George,Utah",Utah
Billings,MT,"Billings,Montana",Montana
Yuba City,CA,"Yuba City,California",California
Rochester,MN,"Rochester,Minnesota",Minnesota
East Los Angeles,CA,"East Los Angeles,California",California
Leominster,MA,"Leominster,Massachusetts",Massachusetts
Kingsport,TN,"Kingsport,Tennessee",Tennessee
Duluth,MN,"Duluth,Minnesota",Minnesota
Lehigh Acres,FL,"Lehigh Acres,Florida",Florida
Rock Hill,SC,"Rock Hill,South Carolina",South Carolina
Gilroy,CA,"Gilroy,California",California
Cambridge,MA,"Cambridge,Massachusetts",Massachusetts
Sugar Land,TX,"Sugar Land,Texas",Texas
Texas City,TX,"Texas City,Texas",Texas
Iowa City,IA,"Iowa City,Iowa",Iowa
Saginaw,MI,"Saginaw,Michigan",Michigan
Chico,CA,"Chico,California",California
Dover,DE,"Dover,Delaware",Delaware
Norman,OK,"Norman,Oklahoma",Oklahoma
Clearwater,FL,"Clearwater,Florida",Florida
Coeur d'Alene,ID,"Coeur d'Alene,Idaho",Idaho
Ponce,PR,"Ponce,Puerto Rico",Puerto Rico
Seaside,CA,"Seaside,California",California
Independence,MO,"Independence,Missouri",Missouri
West Jordan,UT,"West Jordan,Utah",Utah
Abilene,TX,"Abilene,Texas",Texas
Bloomington,IN,"Bloomington,Indiana",Indiana
El Monte,CA,"El Monte,California",California
Carlsbad,CA,"Carlsbad,California",California
North Charleston,SC,"North Charleston,South Carolina",South Carolina
St. Cloud,MN,"St. Cloud,Minnesota",Minnesota
Temecula,CA,"Temecula,California",California
Clovis,CA,"Clovis,California",California
Meridian,ID,"Meridian,Idaho",Idaho
Brandon,FL,"Brandon,Florida",Florida
Westminster,CO,"Westminster,Colorado",Colorado
Costa Mesa,CA,"Costa Mesa,California",California
Monroe,LA,"Monroe,Louisiana",Louisiana
Utica,NY,"Utica,New York",New York
Pompano Beach,FL,"Pompano Beach,Florida",Florida
West Palm Beach,FL,"West Palm Beach,Florida",Florida
Waterloo,IA,"Waterloo,Iowa",Iowa
Everett,WA,"Everett,Washington",Washington
El Centro,CA,"El Centro,California",California
Santa Fe,NM,"Santa Fe,New Mexico",New Mexico
Downey,CA,"Downey,California",California
Lowell,MA,"Lowell,Massachusetts",Massachusetts
Centennial,CO,"Centennial,Colorado",Colorado
Elgin,IL,"Elgin,Illinois",Illinois
Richmond,CA,"Richmond,California",California
Broken Arrow,OK,"Broken Arrow,Oklahoma",Oklahoma
Miami Gardens,FL,"Miami Gardens,Florida",Florida
The Woodlands,TX,"The Woodlands,Texas",Texas
Bend,OR,"Bend,Oregon",Oregon
Burlington,VT,"Burlington,Vermont",Vermont
Jurupa Valley,CA,"Jurupa Valley,California",California
Sandy Springs,GA,"Sandy Springs,Georgia",Georgia
Gresham,OR,"Gresham,Oregon",Oregon
Lewisville,TX,"Lewisville,Texas",Texas
Hillsboro,OR,"Hillsboro,Oregon",Oregon
San Buenaventura,CA,"San Buenaventura,California",California
Jacksonville,NC,"Jacksonville,North Carolina",North Carolina
Pottstown,PA,"Pottstown,Pennsylvania",Pennsylvania
Inglewood,CA,"Inglewood,California",California
Spring Hill,FL,"Spring Hill,Florida",Florida
League City,TX,"League City,Texas",Texas
Eau Claire,WI,"Eau Claire,Wisconsin",Wisconsin
Turlock,CA,"Turlock,California",California
Temple,TX,"Temple,Texas",Texas
Sioux City,IA,"Sioux City,Iowa",Iowa
Salisbury,MD,"Salisbury,Maryland",Maryland
Davie,FL,"Davie,Florida",Florida
Daly City,CA,"Daly City,California",California
Allen,TX,"Allen,Texas",Texas
Highlands Ranch,CO,"Highlands Ranch,Colorado",Colorado
West Covina,CA,"West Covina,California",California
Sparks,NV,"Sparks,Nevada",Nevada
San Mateo,CA,"San Mateo,California",California
Norwalk,CA,"Norwalk,California",California
Columbia,MD,"Columbia,Maryland",Maryland
Rialto,CA,"Rialto,California",California
Manteca,CA,"Manteca,California",California
El Cajon,CA,"El Cajon,California",California
Burbank,CA,"Burbank,California",California
Longmont,CO,"Longmont,Colorado",Colorado
Renton,WA,"Renton,Washington",Washington
Vista,CA,"Vista,California",California
Logan,UT,"Logan,Utah",Utah
Prescott Valley,AZ,"Prescott Valley,Arizona",Arizona
Vacaville,CA,"Vacaville,California",California
Edinburg,TX,"Edinburg,Texas",Texas
Carmel,IN,"Carmel,Indiana",Indiana
Spokane Valley,WA,"Spokane Valley,Washington",Washington
San Angelo,TX,"San Angelo,Texas",Texas
La Crosse,WI,"La Crosse,Wisconsin",Wisconsin
Arden-Arcade,CA,"Arden-Arcade,California",California
Idaho Falls,ID,"Idaho Falls,Idaho",Idaho
Holland,MI,"Holland,Michigan",Michigan
Charlottesville,VA,"Charlottesville,Virginia",Virginia
Longview,TX,"Longview,Texas",Texas
Tracy,CA,"Tracy,California",California
Boca Raton,FL,"Boca Raton,Florida",Florida
Lafayette,CO,"Lafayette,Colorado",Colorado
Wichita Falls,TX,"Wichita Falls,Texas",Texas
Rio Rancho,NM,"Rio Rancho,New Mexico",New Mexico
South Fulton,GA,"South Fulton,Georgia",Georgia
Beaverton,OR,"Beaverton,Oregon",Oregon
Lawrence,KS,"Lawrence,Kansas",Kansas
Bismarck,ND,"Bismarck,North Dakota",North Dakota
Orem,UT,"Orem,Utah",Utah
Middletown,OH,"Middletown,Ohio",Ohio
San Marcos,CA,"San Marcos,California",California
Sandy,UT,"Sandy,Utah",Utah
Federal Way,WA,"Federal Way,Washington",Washington
Mandeville,LA,"Mandeville,Louisiana",Louisiana
Hesperia,CA,"Hesperia,California",California
Brockton,MA,"Brockton,Massachusetts",Massachusetts
Compton,CA,"Compton,California",California
Fishers,IN,"Fishers,Indiana",Indiana
Sunrise,FL,"Sunrise,Florida",Florida
Bowling Green,KY,"Bowling Green,Kentucky",Kentucky
Roswell,GA,"Roswell,Georgia",Georgia
Menifee,CA,"Menifee,California",California
Plantation,FL,"Plantation,Florida",Florida
Dover,NH,"Dover,New Hampshire",New Hampshire
Quincy,MA,"Quincy,Massachusetts",Massachusetts
Portsmouth,VA,"Portsmouth,Virginia",Virginia
Chino,CA,"Chino,California",California
Lynn,MA,"Lynn,Massachusetts",Massachusetts
Edmond,OK,"Edmond,Oklahoma",Oklahoma
Hanford,CA,"Hanford,California",California
Dearborn,MI,"Dearborn,Michigan",Michigan
Livonia,MI,"Livonia,Michigan",Michigan
South Gate,CA,"South Gate,California",California
Vineland,NJ,"Vineland,New Jersey",New Jersey
San Tan Valley,AZ,"San Tan Valley,Arizona",Arizona
Florence,SC,"Florence,South Carolina",South Carolina
Portsmouth,NH,"Portsmouth,New Hampshire",New Hampshire
Slidell,LA,"Slidell,Louisiana",Louisiana
Kirkland,WA,"Kirkland,Washington",Washington
Missoula,MT,"Missoula,Montana",Montana
Auburn,AL,"Auburn,Alabama",Alabama
Rapid City,SD,"Rapid City,South Dakota",South Dakota
Lee's Summit,MO,"Lee's Summit,Missouri",Missouri
Terre Haute,IN,"Terre Haute,Indiana",Indiana
Suffolk,VA,"Suffolk,Virginia",Virginia
Blacksburg,VA,"Blacksburg,Virginia",Virginia
Mount Pleasant,SC,"Mount Pleasant,South Carolina",South Carolina
Carson,CA,"Carson,California",California
Riverview,FL,"Riverview,Florida",Florida
Conroe,TX,"Conroe,Texas",Texas
Livermore,CA,"Livermore,California",California
Germantown,MD,"Germantown,Maryland",Maryland
Lawton,OK,"Lawton,Oklahoma",Oklahoma
Westminster,CA,"Westminster,California",California
Santa Monica,CA,"Santa Monica,California",California
New Braunfels,TX,"New Braunfels,Texas",Texas
Fall River,MA,"Fall River,Massachusetts",Massachusetts
Albany,GA,"Albany,Georgia",Georgia
Miami Beach,FL,"Miami Beach,Florida",Florida
Norwalk,CT,"Norwalk,Connecticut",Connecticut
San Leandro,CA,"San Leandro,California",California
Toms River,NJ,"Toms River,New Jersey",New Jersey
O'Fallon,MO,"O'Fallon,Missouri",Missouri
Alafaya,FL,"Alafaya,Florida",Florida
Newton,MA,"Newton,Massachusetts",Massachusetts
Muncie,IN,"Muncie,Indiana",Indiana
Citrus Heights,CA,"Citrus Heights,California",California
State College,PA,"State College,Pennsylvania",Pennsylvania
Decatur,IL,"Decatur,Illinois",Illinois
Jackson,MI,"Jackson,Michigan",Michigan
Fort Myers,FL,"Fort Myers,Florida",Florida
Goodyear,AZ,"Goodyear,Arizona",Arizona
Dalton,GA,"Dalton,Georgia",Georgia
Bryan,TX,"Bryan,Texas",Texas
Waukegan,IL,"Waukegan,Illinois",Illinois
Hawthorne,CA,"Hawthorne,California",California
Anderson,IN,"Anderson,Indiana",Indiana
Redwood City,CA,"Redwood City,California",California
Hoover,AL,"Hoover,Alabama",Alabama
Town 'n' Country,FL,"Town 'n' Country,Florida",Florida
Lake Forest,CA,"Lake Forest,California",California
Napa,CA,"Napa,California",California
Whittier,CA,"Whittier,California",California
Clifton,NJ,"Clifton,New Jersey",New Jersey
Largo,FL,"Largo,Florida",Florida
Bloomington,MN,"Bloomington,Minnesota",Minnesota
Johns Creek,GA,"Johns Creek,Georgia",Georgia
Newport Beach,CA,"Newport Beach,California",California
Mission,TX,"Mission,Texas",Texas
Milpitas,CA,"Milpitas,California",California
Troy,MI,"Troy,Michigan",Michigan
Madera,CA,"Madera,California",California
Joplin,MO,"Joplin,Missouri",Missouri
Chino Hills,CA,"Chino Hills,California",California
Alhambra,CA,"Alhambra,California",California
Franklin,TN,"Franklin,Tennessee",Tennessee
Melbourne,FL,"Melbourne,Florida",Florida
Port Huron,MI,"Port Huron,Michigan",Michigan
Springfield,OH,"Springfield,Ohio",Ohio
Mountain View,CA,"Mountain View,California",California
Zephyrhills,FL,"Zephyrhills,Florida",Florida
St. Augustine,FL,"St. Augustine,Florida",Florida
Flagstaff,AZ,"Flagstaff,Arizona",Arizona
Buena Park,CA,"Buena Park,California",California
Pleasanton,CA,"Pleasanton,California",California
Westland,MI,"Westland,Michigan",Michigan
Auburn,WA,"Auburn,Washington",Washington
Cranston,RI,"Cranston,Rhode Island",Rhode Island
